moisture,temperature,humidity,light,ph,air_quality,nutrient,label
291,26,51,536,6.36,689,84,healthy
211,30,38,343,4.71,641,48,stress
117,27,26,559,6.98,604,28,water_needed
131,31,23,380,6.31,560,23,water_needed
223,33,49,499,4.8,627,55,stress
232,28,39,318,5.9,533,56,stress
218,34,37,433,5.48,536,38,stress
290,27,67,623,6.98,766,62,healthy
83,25,39,554,6.45,589,27,water_needed
218,31,45,399,5.08,618,43,stress
197,31,41,384,5.17,577,53,stress
242,29,35,300,5.41,608,55,stress
105,30,24,351,6.06,651,25,water_needed
113,29,21,367,6.75,558,40,water_needed
108,23,24,544,5.51,641,41,water_needed
237,31,40,343,5.28,637,46,stress
383,22,61,438,6.02,672,59,healthy
99,22,38,469,6.53,615,46,water_needed
235,28,46,436,5.63,582,41,stress
145,26,42,401,6.77,586,34,water_needed
282,21,75,460,7.34,652,54,healthy
285,26,51,452,6.42,601,67,healthy
243,28,47,498,4.51,648,52,stress
237,28,45,421,5.44,564,35,stress
165,33,38,389,5.93,544,33,stress
220,32,41,402,5.56,532,55,stress
127,24,40,538,5.54,593,21,water_needed
136,29,39,470,5.68,597,49,water_needed
266,25,66,673,6.71,760,85,healthy
129,22,41,491,5.69,594,44,water_needed
207,30,38,499,4.76,620,33,stress
155,31,44,330,4.6,625,53,stress
98,25,38,402,6.51,672,29,water_needed
107,30,29,415,5.57,568,49,water_needed
97,31,28,549,5.02,617,33,water_needed
213,30,36,381,5.28,529,42,stress
317,23,54,527,6.9,651,63,healthy
129,26,23,483,6.54,623,36,water_needed
362,25,60,661,6.62,695,56,healthy
204,33,46,347,5.12,546,33,stress
238,33,43,482,4.55,602,46,stress
255,24,70,516,7.44,653,77,healthy
166,33,48,450,5.7,598,40,stress
136,26,34,517,6.52,625,21,water_needed
285,21,72,519,6.23,721,70,healthy
88,26,34,593,6.64,693,43,water_needed
127,22,41,491,5.47,651,40,water_needed
96,24,27,443,5.75,588,33,water_needed
162,33,48,329,4.89,569,54,stress
301,26,66,420,6.75,607,63,healthy
202,32,49,476,5.13,648,30,stress
87,25,36,548,6.71,663,22,water_needed
339,26,67,448,6.84,605,70,healthy
199,33,36,372,5.88,606,43,stress
274,21,78,416,6.01,756,68,healthy
121,29,26,559,6.32,695,37,water_needed
167,31,41,303,4.6,547,50,stress
393,24,53,489,7.1,739,57,healthy
122,26,24,370,5.08,650,26,water_needed
204,33,33,373,4.55,519,47,stress
304,24,66,583,6.79,603,55,healthy
122,27,40,504,6.36,599,47,water_needed
394,27,69,462,6.16,745,75,healthy
218,33,44,366,4.78,640,48,stress
169,30,32,460,5.74,616,54,stress
230,29,47,301,4.92,579,36,stress
81,31,40,492,5.7,613,32,water_needed
358,21,66,458,6.5,603,69,healthy
154,33,48,311,5.47,558,30,stress
264,27,61,634,7.14,766,79,healthy
302,24,73,587,6.02,721,57,healthy
85,22,26,591,6.01,634,21,water_needed
111,25,37,403,6.38,572,30,water_needed
191,33,34,337,4.51,545,33,stress
83,24,24,472,5.05,613,26,water_needed
351,24,69,545,6.56,700,85,healthy
250,27,63,607,6.68,759,70,healthy
217,30,37,454,4.68,554,44,stress
227,32,39,497,5.54,509,58,stress
248,30,34,441,5.79,604,35,stress
161,33,46,472,5.15,520,54,stress
283,22,75,595,7.31,699,79,healthy
206,28,31,393,4.65,584,44,stress
298,21,78,611,6.32,754,72,healthy
342,25,75,576,6.72,772,58,healthy
124,28,38,466,6.01,623,23,water_needed
223,29,37,487,5.56,608,51,stress
310,26,79,588,6.08,685,56,healthy
284,20,60,500,6.37,686,85,healthy
159,28,34,340,5.69,571,48,stress
101,28,41,500,5.22,664,28,water_needed
282,21,74,659,6.14,700,72,healthy
269,24,62,695,7.11,665,55,healthy
130,27,23,585,5.86,655,42,water_needed
333,20,74,419,7.24,654,65,healthy
110,23,38,579,5.5,699,28,water_needed
240,31,30,495,5.25,530,39,stress
151,28,46,309,4.89,578,46,stress
123,25,31,452,6.37,602,25,water_needed
114,26,43,556,6.36,593,34,water_needed
226,31,46,370,5.37,534,41,stress
81,27,40,587,5.0,647,44,water_needed
123,30,42,456,6.41,596,32,water_needed
313,20,50,577,7.31,778,54,healthy
87,25,42,476,6.01,645,33,water_needed
191,28,43,446,5.85,505,54,stress
236,30,38,370,5.9,595,48,stress
192,33,41,331,5.03,584,41,stress
341,20,69,672,7.1,636,73,healthy
385,26,50,597,6.95,639,62,healthy
335,23,70,696,6.31,605,80,healthy
138,24,23,562,5.4,612,23,water_needed
105,24,24,504,5.78,655,35,water_needed
312,24,58,660,7.26,613,76,healthy
282,26,59,434,6.04,631,85,healthy
312,25,76,478,7.41,724,70,healthy
93,22,31,457,6.58,619,20,water_needed
352,21,56,443,7.4,643,52,healthy
250,21,56,666,7.28,686,87,healthy
299,25,64,677,6.69,703,73,healthy
89,31,35,550,5.72,566,30,water_needed
105,23,29,368,5.62,598,28,water_needed
117,25,25,355,5.84,620,29,water_needed
184,34,39,396,5.13,510,52,stress
137,24,27,572,6.82,595,21,water_needed
395,24,79,563,6.56,606,55,healthy
352,26,61,450,7.02,765,67,healthy
180,29,47,455,4.9,633,42,stress
372,20,74,673,7.14,700,82,healthy
241,30,36,434,5.93,627,51,stress
339,21,77,492,6.83,694,82,healthy
123,24,24,579,5.12,668,44,water_needed
247,33,47,418,4.58,644,48,stress
80,30,27,409,5.41,556,49,water_needed
94,27,30,383,6.2,574,29,water_needed
137,30,35,433,5.01,692,20,water_needed
108,27,29,508,6.88,697,46,water_needed
162,32,48,444,5.05,567,38,stress
223,31,40,486,5.54,631,44,stress
95,27,22,571,5.62,639,36,water_needed
82,31,34,535,5.17,551,29,water_needed
158,32,33,470,5.29,640,47,stress
104,22,37,495,5.67,620,27,water_needed
188,31,48,316,5.32,571,56,stress
242,31,48,487,5.18,537,50,stress
208,30,33,422,5.12,572,31,stress
120,31,22,383,6.62,629,43,water_needed
93,24,38,473,6.59,561,29,water_needed
246,31,45,311,4.92,506,31,stress
148,30,40,407,5.43,641,45,water_needed
295,21,79,454,6.93,718,89,healthy
133,27,24,353,5.12,559,28,water_needed
180,30,32,481,4.99,556,59,stress
226,32,40,359,5.57,503,49,stress
319,23,51,591,6.57,708,50,healthy
126,23,40,352,6.3,634,27,water_needed
115,31,38,580,5.4,646,33,water_needed
218,30,40,421,5.16,553,59,stress
150,32,36,405,5.6,515,39,stress
149,26,23,596,5.57,661,29,water_needed
164,34,46,326,4.81,526,39,stress
299,22,76,413,7.45,796,74,healthy
142,23,38,487,6.82,616,36,water_needed
317,23,71,517,7.01,628,50,healthy
98,31,23,376,5.51,684,41,water_needed
255,22,73,471,7.16,739,68,healthy
373,27,63,591,6.77,781,61,healthy
116,26,28,452,6.9,611,32,water_needed
226,30,31,324,4.74,603,55,stress
356,22,70,462,6.17,710,75,healthy
166,33,35,368,5.76,506,34,stress
103,22,32,534,6.36,561,37,water_needed
391,21,55,597,6.22,744,62,healthy
219,29,46,379,5.69,575,38,stress
284,22,63,447,6.64,727,52,healthy
309,20,70,594,7.26,737,87,healthy
140,22,33,528,6.09,613,25,water_needed
151,31,36,437,5.13,573,45,stress
250,27,59,601,6.43,761,63,healthy
163,29,41,358,5.53,568,50,stress
274,24,76,632,6.18,780,71,healthy
141,25,31,418,5.58,578,21,water_needed
284,24,77,613,6.13,798,76,healthy
124,29,24,454,5.95,651,40,water_needed
202,28,38,374,4.7,556,59,stress
85,23,25,563,6.56,606,42,water_needed
384,21,58,415,6.44,686,69,healthy
126,22,20,465,6.8,651,22,water_needed
109,26,37,357,5.67,687,40,water_needed
95,24,41,370,5.4,610,37,water_needed
366,23,55,498,6.55,755,76,healthy
181,32,40,371,4.76,569,33,stress
90,23,20,414,6.31,564,20,water_needed
135,25,43,440,5.07,581,25,water_needed
300,27,79,469,6.1,711,75,healthy
378,24,76,674,6.5,654,57,healthy
188,28,43,345,5.7,648,51,stress
139,29,29,513,6.18,590,32,water_needed
216,30,30,350,4.65,569,32,stress
289,20,77,600,7.09,775,75,healthy
120,26,38,586,6.96,666,43,water_needed
252,27,74,469,6.44,727,89,healthy
243,29,41,316,4.84,537,31,stress
387,27,70,689,7.0,680,58,healthy
339,22,57,525,6.53,785,84,healthy
383,27,75,663,6.52,686,57,healthy
119,24,27,455,6.58,562,37,water_needed
249,34,41,485,5.5,633,41,stress
275,21,68,607,7.46,799,75,healthy
